доброе утро требуем чтобы ты принес весы в буфет,взять(весы)взять движение(буфет)движение
поезжай в кабинет 663 и увези яблоко для них,взять(яблоко)взять движение(кабинет 663)движение
добрый день ее коллега хочет чтобы ты отдал документация в библиотека,взять(документация)взять движение(библиотека)движение
 она жаждет чтобы ты шел в медпункт и прихватил блокнот для нас вот,движение(медпункт)движение взять(блокнот)взять движение(обратно)движение
следуй в пост охраны и возьми телефон коллегам а после заедь в начальную точку,взять(телефон)взять движение(пост охраны)движение движение(обратно)движение
 возьми пицца в буфет,взять(пицца)взять движение(буфет)движение
пойди в пункт 25 и занеси телефон туда,взять(телефон)взять движение(пункт 25)движение
передай только для нас весы из кампус Южная Америка ,движение(кампус Южная Америка)движение взять(весы)взять движение(обратно)движение
пожалуйста не откажи в любезности забрать груз в пункт 804,взять(груз)взять движение(пункт 804)движение
доброе утро мы жаждим чтобы ты привез работа из кампус Южная Америка,движение(кампус Южная Америка)движение взять(работа)взять движение(обратно)движение
доброе утро наши руководители жаждят чтобы ты в отдел кадров доставил весы а потом добрался на прежнее место,взять(весы)взять движение(отдел кадров)движение движение(обратно)движение
доставь груз в пункт 252,взять(груз)взять движение(пункт 252)движение
телепортируйся в пункт 853 и отдай для них весы,взять(весы)взять движение(пункт 853)движение
привези объект пожалуйста в пункт 200,взять(объект)взять движение(пункт 200)движение
добрый день жаждим чтобы ты прихватил документ в пункт 65,взять(документ)взять движение(пункт 65)движение
изволь идти пожалуйста в пост охраны и захватить печать оттуда,движение(пост охраны)движение взять(печать)взять движение(обратно)движение
 нам охота чтобы ты в пункт 692 доставил ножницы а после следовал в начальную точку,взять(ножницы)взять движение(пункт 692)движение движение(обратно)движение
доброе утро Николай требует чтобы ты привез прибор именно для меня из отдел кадров,движение(отдел кадров)движение взять(прибор)взять движение(обратно)движение
заедь пожалуйста в кампус Африка и занеси туда тетрадь и после вернись,взять(тетрадь)взять движение(кампус Африка)движение движение(обратно)движение
привет она хочет чтобы ты передал аптечка для нас из кабинет 735,движение(кабинет 735)движение взять(аптечка)взять движение(обратно)движение
прихвати документация в буфет,взять(документация)взять движение(буфет)движение
попробуйте зайти пожалуйста в пост охраны и привезти коллективу документ после поехать на прежнее место,взять(документ)взять движение(пост охраны)движение движение(обратно)движение
 потрудитесь забрать пицца в кампус Африка и после чего сгонять обратно,взять(пицца)взять движение(кампус Африка)движение движение(обратно)движение
привет его коллеги желают чтобы ты приехал в отдел кадров и захватил тетрадь вот для меня,движение(отдел кадров)движение взять(тетрадь)взять движение(обратно)движение
доброе утро требуем чтобы ты в буфет захватил тетрадь потом добрался в начальную точку,взять(тетрадь)взять движение(буфет)движение движение(обратно)движение
добрый вечер он хочет чтобы ты в аудитория 202 передал объект затем вернулся,взять(объект)взять движение(аудитория 202)движение движение(обратно)движение
 потрудитесь доставить тетрадь для нас именно из пост охраны,движение(пост охраны)движение взять(тетрадь)взять движение(обратно)движение
добрый вечер съезди в отдел кадров и занеси телефон туда и потом иди в исходную точку,взять(телефон)взять движение(отдел кадров)движение движение(обратно)движение
будь добр доберись в кампус Северная Америка и отвези прибор для нас,движение(кампус Северная Америка)движение взять(прибор)взять движение(обратно)движение
занеси груз из аудитория 975 ,движение(аудитория 975)движение взять(груз)взять движение(обратно)движение
добрый вечер ему охота чтобы ты пошел в кабинет 491 и привез печать только нам,движение(кабинет 491)движение взять(печать)взять движение(обратно)движение
добрый вечер хочу чтобы ты взял зонтик из пункт 539,движение(пункт 539)движение взять(зонтик)взять движение(обратно)движение
 забери груз из медпункт,движение(медпункт)движение взять(груз)взять движение(обратно)движение
добрый вечер я прошу чтобы ты довез весы в пост охраны,взять(весы)взять движение(пост охраны)движение
пожалуйста можешь прихватить прибор для меня из отдел кадров,движение(отдел кадров)движение взять(прибор)взять движение(обратно)движение
сделай одолжение доберись в буфет и доставь коллективу яблоко а затем возвращайся,взять(яблоко)взять движение(буфет)движение движение(обратно)движение
потрудись приехать пожалуйста в пост охраны и передать для нас груз,движение(пост охраны)движение взять(груз)взять движение(обратно)движение
доставь нам только объект пожалуйста из кампус Бразилия,движение(кампус Бразилия)движение взять(объект)взять движение(обратно)движение
будь так добр съезди в отдел кадров и занеси документация им,взять(документация)взять движение(отдел кадров)движение
доброе утро мы жаждим чтобы ты шел в кабинет 96 и привез яблоко нам только,движение(кабинет 96)движение взять(яблоко)взять движение(обратно)движение
не откажи в любезности добраться в пост охраны и занести печать для меня,движение(пост охраны)движение взять(печать)взять движение(обратно)движение
привези работа из буфет сюда только ,движение(буфет)движение взять(работа)взять движение(обратно)движение
потрудись добраться в буфет и принести коллективу чашка а потом добраться назад,взять(чашка)взять движение(буфет)движение движение(обратно)движение
будь так добр зайди в пост охраны и довези печать для них и после этого вернись,взять(печать)взять движение(пост охраны)движение движение(обратно)движение
не откажите в любезности занести ножницы в кампус Антарктида и съездить в начальную точку,взять(ножницы)взять движение(кампус Антарктида)движение движение(обратно)движение
попробуйте привезти весы в библиотека,взять(весы)взять движение(библиотека)движение
привет Николаю охота чтобы ты в отдел кадров принес пенал а после этого поехал в исходную точку,взять(пенал)взять движение(отдел кадров)движение движение(обратно)движение
сделай доброе дело дойди в аудитория 972 и принеси коллегам груз,взять(груз)взять движение(аудитория 972)движение
 коллегам хочется чтобы ты взял работа из библиотека,движение(библиотека)движение взять(работа)взять движение(обратно)движение
привет я жажду чтобы ты отнес инструмент сюда именно из буфет,движение(буфет)движение взять(инструмент)взять движение(обратно)движение
привет команде охота чтобы ты заехал в кабинет 527 и занес аптечка для нас ,движение(кабинет 527)движение взять(аптечка)взять движение(обратно)движение
 можете занести телефон из пункт 886,движение(пункт 886)движение взять(телефон)взять движение(обратно)движение
изволь захватить объект именно нам из отдел кадров,движение(отдел кадров)движение взять(объект)взять движение(обратно)движение
добрый день занеси пицца в пост охраны и только потом заедь на прежнее место,взять(пицца)взять движение(пост охраны)движение движение(обратно)движение
добрый вечер коллективу хочется чтобы ты в кампус Бразилия привез тетрадь и после чего вернулся,взять(тетрадь)взять движение(кампус Бразилия)движение движение(обратно)движение
будь другом передай груз из библиотека,движение(библиотека)движение взять(груз)взять движение(обратно)движение
добрый вечер ее коллектив желает чтобы ты в кабинет 239 привез чашка и потом следовал в исходную точку,взять(чашка)взять движение(кабинет 239)движение движение(обратно)движение
добрый день я жажду чтобы ты взял аптечка в медпункт и зашел назад,взять(аптечка)взять движение(медпункт)движение движение(обратно)движение
привет возьми аптечка из буфет,движение(буфет)движение взять(аптечка)взять движение(обратно)движение
занеси печать из аудитория 405,движение(аудитория 405)движение взять(печать)взять движение(обратно)движение
добрый вечер команде хочется чтобы ты взял ножницы из буфет,движение(буфет)движение взять(ножницы)взять движение(обратно)движение
пожалуйста извольте захватить аптечка из аудитория 869,движение(аудитория 869)движение взять(аптечка)взять движение(обратно)движение
добрый вечер Алексею Вячеславовичу хочется чтобы ты взял объект в пункт 140,взять(объект)взять движение(пункт 140)движение
сделай одолжение принеси пицца из медпункт,движение(медпункт)движение взять(пицца)взять движение(обратно)движение
добрый вечер я желаю чтобы ты зашел в пост охраны и занес яблоко только нам,движение(пост охраны)движение взять(яблоко)взять движение(обратно)движение
добрый день я жажду чтобы ты переместился в отдел кадров и забрал чашка только для меня,движение(отдел кадров)движение взять(чашка)взять движение(обратно)движение
приедь пожалуйста в пост охраны и отдай коллегам документация и вот только тогда пойди в начальную точку,взять(документация)взять движение(пост охраны)движение движение(обратно)движение
не сочти за труд занести объект в пункт 4 после поехать в начальную точку,взять(объект)взять движение(пункт 4)движение движение(обратно)движение
привези чашка из отдел кадров пожалуйста,движение(отдел кадров)движение взять(чашка)взять движение(обратно)движение
добрый вечер команде охота чтобы ты в отдел кадров забрал аптечка и после чего шел в начальную точку,взять(аптечка)взять движение(отдел кадров)движение движение(обратно)движение
пожалуйста не откажи в любезности довезти печать в буфет и потом вернуться,взять(печать)взять движение(буфет)движение движение(обратно)движение
 наша группа просит чтобы ты передал телефон сюда из пункт 713,движение(пункт 713)движение взять(телефон)взять движение(обратно)движение
пожалуйста попробуйте прихватить инструмент из пост охраны,движение(пост охраны)движение взять(инструмент)взять движение(обратно)движение
привет сгоняй в буфет и прихвати для нас работа,движение(буфет)движение взять(работа)взять движение(обратно)движение
доброе утро я требую чтобы ты передал кружка в пост охраны,взять(кружка)взять движение(пост охраны)движение
добрый день нам охота чтобы ты захватил аптечка из отдел кадров,движение(отдел кадров)движение взять(аптечка)взять движение(обратно)движение
привет мы требуем чтобы ты занес пицца в пункт 833,взять(пицца)взять движение(пункт 833)движение
 можете принести документация из аудитория 721,движение(аудитория 721)движение взять(документация)взять движение(обратно)движение
добрый день я прошу чтобы ты в медпункт привез документация и только тогда приехал на прежнее место,взять(документация)взять движение(медпункт)движение движение(обратно)движение
привет приедь в пункт 858 и отвези коллективу аптечка,взять(аптечка)взять движение(пункт 858)движение
 их группа просит чтобы ты занес блокнот в отдел кадров,взять(блокнот)взять движение(отдел кадров)движение
будь другом привези прибор в пост охраны и только после этого вернись,взять(прибор)взять движение(пост охраны)движение движение(обратно)движение
не сочти за труд приехать пожалуйста в аудитория 654 и взять ножницы коллективу и после сбегать обратно,взять(ножницы)взять движение(аудитория 654)движение движение(обратно)движение
привет доставь вот нам зонтик из пост охраны,движение(пост охраны)движение взять(зонтик)взять движение(обратно)движение
можете довезти весы из аудитория 225 пожалуйста,движение(аудитория 225)движение взять(весы)взять движение(обратно)движение
передай нам только прибор из буфет пожалуйста,движение(буфет)движение взять(прибор)взять движение(обратно)движение
пожалуйста можешь для меня именно взять чашка из кампус Евразия,движение(кампус Евразия)движение взять(чашка)взять движение(обратно)движение
доброе утро я требую чтобы ты забрал ножницы в кабинет 409 а потом сходил назад,взять(ножницы)взять движение(кабинет 409)движение движение(обратно)движение
 возьми пенал из пост охраны,движение(пост охраны)движение взять(пенал)взять движение(обратно)движение
добрый день довези аптечка в кампус Африка,взять(аптечка)взять движение(кампус Африка)движение
будь другом увези сюда телефон из медпункт,движение(медпункт)движение взять(телефон)взять движение(обратно)движение
не откажи в любезности довезти документ из пост охраны пожалуйста,движение(пост охраны)движение взять(документ)взять движение(обратно)движение
друг прибудь в кампус Антарктида и забери работа коллегам,взять(работа)взять движение(кампус Антарктида)движение
потрудись доставить инструмент из кампус Антарктида пожалуйста,движение(кампус Антарктида)движение взять(инструмент)взять движение(обратно)движение
привет твои руководители хотят чтобы ты отдал зонтик в буфет,взять(зонтик)взять движение(буфет)движение
добрый вечер мне охота чтобы ты взял документ из буфет,движение(буфет)движение взять(документ)взять движение(обратно)движение
пожалуйста попробуйте довезти чашка в кампус Южная Америка а после этого приехать на прежнее место,взять(чашка)взять движение(кампус Южная Америка)движение движение(обратно)движение
добрый вечер я хочу чтобы ты доставил груз сюда из пункт 527,движение(пункт 527)движение взять(груз)взять движение(обратно)движение
пойди пожалуйста в буфет и доставь работа мне,движение(буфет)движение взять(работа)взять движение(обратно)движение
не откажи в любезности отвезти тетрадь пожалуйста в буфет затем зайти обратно,взять(тетрадь)взять движение(буфет)движение движение(обратно)движение
добрый день отнеси тетрадь именно мне из медпункт,движение(медпункт)движение взять(тетрадь)взять движение(обратно)движение
добрый вечер коллегам охота чтобы ты в библиотека забрал инструмент а после чего сбегал в исходную точку,взять(инструмент)взять движение(библиотека)движение движение(обратно)движение
пожалуйста попробуй нам вот прихватить аптечка из медпункт,движение(медпункт)движение взять(аптечка)взять движение(обратно)движение
 их группы требуют чтобы ты следовал в отдел кадров и занес прибор вот для меня,движение(отдел кадров)движение взять(прибор)взять движение(обратно)движение
добрый день она просит чтобы ты шел в библиотека и взял документация сюда,движение(библиотека)движение взять(документация)взять движение(обратно)движение
попробуй передать груз из аудитория 935 пожалуйста,движение(аудитория 935)движение взять(груз)взять движение(обратно)движение
возьми документация в буфет,взять(документация)взять движение(буфет)движение
 прошу чтобы ты отвез объект в буфет после зашел обратно,взять(объект)взять движение(буфет)движение движение(обратно)движение
 попробуй захватить прибор из буфет,движение(буфет)движение взять(прибор)взять движение(обратно)движение
можешь привезти прибор в буфет а после съездить обратно,взять(прибор)взять движение(буфет)движение движение(обратно)движение
не откажи в любезности заехать в библиотека и захватить коллегам пицца,взять(пицца)взять движение(библиотека)движение
поезжай пожалуйста в кабинет 514 и передай оттуда инструмент,движение(кабинет 514)движение взять(инструмент)взять движение(обратно)движение
попробуйте переместиться пожалуйста в пункт 222 и отнести блокнот коллективу,взять(блокнот)взять движение(пункт 222)движение
не откажите в любезности добраться в медпункт и отнести кружка туда и вот только тогда сгонять в начальную точку,взять(кружка)взять движение(медпункт)движение движение(обратно)движение
можете забрать пицца мне из буфет,движение(буфет)движение взять(пицца)взять движение(обратно)движение
доброе утро довези для меня кружка из кампус Африка,движение(кампус Африка)движение взять(кружка)взять движение(обратно)движение
привет требую чтобы ты прихватил зонтик в пункт 901 после сходил в исходную точку,взять(зонтик)взять движение(пункт 901)движение движение(обратно)движение
не откажите в любезности отвезти тетрадь в буфет пожалуйста,взять(тетрадь)взять движение(буфет)движение
 желаем чтобы ты привез тетрадь из аудитория 377,движение(аудитория 377)движение взять(тетрадь)взять движение(обратно)движение
добрый день требую чтобы ты принес пицца вот для нас из пункт 118,движение(пункт 118)движение взять(пицца)взять движение(обратно)движение
забери пенал в пост охраны,взять(пенал)взять движение(пост охраны)движение
добрый вечер захвати груз в медпункт а после возвращайся,взять(груз)взять движение(медпункт)движение движение(обратно)движение
привет коллегам охота чтобы ты захватил весы из буфет,движение(буфет)движение взять(весы)взять движение(обратно)движение
доброе утро Николаю хочется чтобы ты принес прибор в буфет потом сбегал в начальную точку,взять(прибор)взять движение(буфет)движение движение(обратно)движение
пожалуйста потрудитесь отвезти аптечка в буфет а затем идти обратно,взять(аптечка)взять движение(буфет)движение движение(обратно)движение
извольте передать зонтик нам из буфет,движение(буфет)движение взять(зонтик)взять движение(обратно)движение
пожалуйста занеси аптечка из кабинет 919,движение(кабинет 919)движение взять(аптечка)взять движение(обратно)движение
 изволь для меня именно прихватить документ из кабинет 329,движение(кабинет 329)движение взять(документ)взять движение(обратно)движение
будь добр занеси весы в медпункт,взять(весы)взять движение(медпункт)движение
попробуйте отвезти работа пожалуйста из кабинет 981,движение(кабинет 981)движение взять(работа)взять движение(обратно)движение
доброе утро твой коллега просит чтобы ты захватил пицца из медпункт,движение(медпункт)движение взять(пицца)взять движение(обратно)движение
дойди пожалуйста в отдел кадров и отвези для них аптечка,взять(аптечка)взять движение(отдел кадров)движение
доброе утро переместись в буфет и возьми нам кружка,движение(буфет)движение взять(кружка)взять движение(обратно)движение
добрый день хотим чтобы ты в отдел кадров увез зонтик потом вернулся,взять(зонтик)взять движение(отдел кадров)движение движение(обратно)движение
приедь пожалуйста в аудитория 889 и занеси весы туда,взять(весы)взять движение(аудитория 889)движение
прихвати тетрадь пожалуйста для меня из кампус Антарктида,движение(кампус Антарктида)движение взять(тетрадь)взять движение(обратно)движение
принеси чашка в кабинет 911,взять(чашка)взять движение(кабинет 911)движение
отнеси документ в пункт 90 после вернись,взять(документ)взять движение(пункт 90)движение движение(обратно)движение
добрый день она требует чтобы ты передал блокнот в кампус Африка,взять(блокнот)взять движение(кампус Африка)движение
привет им хочется чтобы ты сходил в медпункт и прихватил аптечка сюда ,движение(медпункт)движение взять(аптечка)взять движение(обратно)движение
привет отнеси нам вот работа из библиотека,движение(библиотека)движение взять(работа)взять движение(обратно)движение
добрый день наш состав хочет чтобы ты привез чашка из библиотека,движение(библиотека)движение взять(чашка)взять движение(обратно)движение
 требуем чтобы ты доставил чашка в пункт 900,взять(чашка)взять движение(пункт 900)движение
не сочтите за труд сходить пожалуйста в буфет и принести туда печать,взять(печать)взять движение(буфет)движение
следуй в буфет и довези прибор для меня,движение(буфет)движение взять(прибор)взять движение(обратно)движение
прошу принеси весы в библиотека а потом иди в начальную точку,взять(весы)взять движение(библиотека)движение движение(обратно)движение
 жажду чтобы ты прихватил весы только сюда из кампус Северная Америка,движение(кампус Северная Америка)движение взять(весы)взять движение(обратно)движение
 передай кружка из кабинет 971,движение(кабинет 971)движение взять(кружка)взять движение(обратно)движение
можете идти в библиотека и захватить оттуда работа,движение(библиотека)движение взять(работа)взять движение(обратно)движение
привези объект в аудитория 633,взять(объект)взять движение(аудитория 633)движение
привет мой состав требует чтобы ты доставил аптечка из кампус Южная Америка,движение(кампус Южная Америка)движение взять(аптечка)взять движение(обратно)движение
доброе утро коллективу охота чтобы ты доставил аптечка в пункт 61,взять(аптечка)взять движение(пункт 61)движение
доброе утро зайди в медпункт и занеси ножницы сюда,движение(медпункт)движение взять(ножницы)взять движение(обратно)движение
извольте передать документ в медпункт пожалуйста,взять(документ)взять движение(медпункт)движение
пожалуйста не откажите в любезности захватить блокнот из кабинет 450,движение(кабинет 450)движение взять(блокнот)взять движение(обратно)движение
потрудитесь забрать вот сюда пицца из буфет,движение(буфет)движение взять(пицца)взять движение(обратно)движение
зайди пожалуйста в аудитория 997 и передай документ туда после чего съезди на прежнее место,взять(документ)взять движение(аудитория 997)движение движение(обратно)движение
сделай доброе дело передай аптечка в отдел кадров и приедь в начальную точку,взять(аптечка)взять движение(отдел кадров)движение движение(обратно)движение
 извольте для меня довезти чашка из аудитория 229,движение(аудитория 229)движение взять(чашка)взять движение(обратно)движение
не откажи в любезности сходить в пост охраны и передать чашка мне,движение(пост охраны)движение взять(чашка)взять движение(обратно)движение
 мы жаждим чтобы ты увез аптечка в отдел кадров,взять(аптечка)взять движение(отдел кадров)движение
сделай доброе дело довези работа в кампус Северная Америка,взять(работа)взять движение(кампус Северная Америка)движение
 возьми именно нам работа из аудитория 900,движение(аудитория 900)движение взять(работа)взять движение(обратно)движение
отдай пицца пожалуйста именно сюда из отдел кадров,движение(отдел кадров)движение взять(пицца)взять движение(обратно)движение
попробуйте довезти печать только нам из кабинет 345,движение(кабинет 345)движение взять(печать)взять движение(обратно)движение
будь добр отдай только для меня пенал из библиотека,движение(библиотека)движение взять(пенал)взять движение(обратно)движение
 наши коллеги жаждят чтобы ты в библиотека занес печать а после этого заехал обратно,взять(печать)взять движение(библиотека)движение движение(обратно)движение
забери мне только пицца пожалуйста из отдел кадров,движение(отдел кадров)движение взять(пицца)взять движение(обратно)движение
добрый день Николай жаждет чтобы ты отнес документация в кабинет 727,взять(документация)взять движение(кабинет 727)движение
добрый вечер мы требуем чтобы ты в медпункт увез телефон затем пошел назад,взять(телефон)взять движение(медпункт)движение движение(обратно)движение
не откажите в любезности занести телефон в аудитория 690,взять(телефон)взять движение(аудитория 690)движение
пожалуйста захвати весы из пост охраны,движение(пост охраны)движение взять(весы)взять движение(обратно)движение
будь так добр занеси пенал из пост охраны,движение(пост охраны)движение взять(пенал)взять движение(обратно)движение
не сочти за труд взять груз пожалуйста в отдел кадров,взять(груз)взять движение(отдел кадров)движение
 ему хочется чтобы ты захватил груз из библиотека,движение(библиотека)движение взять(груз)взять движение(обратно)движение
привези пицца пожалуйста для нас именно из буфет,движение(буфет)движение взять(пицца)взять движение(обратно)движение
привет прошу чтобы ты в медпункт привез чашка и затем съездил в начальную точку,взять(чашка)взять движение(медпункт)движение движение(обратно)движение
будь другом доберись в кабинет 926 и отнеси оттуда весы,движение(кабинет 926)движение взять(весы)взять движение(обратно)движение
привези кружка пожалуйста из кабинет 938,движение(кабинет 938)движение взять(кружка)взять движение(обратно)движение
дружок отдай кружка в медпункт потом возвращайся,взять(кружка)взять движение(медпункт)движение движение(обратно)движение
добрый день его коллектив требует чтобы ты добрался в отдел кадров и прихватил весы сюда вот,движение(отдел кадров)движение взять(весы)взять движение(обратно)движение
доберись пожалуйста в библиотека и занеси им кружка и затем возвращайся обратно,взять(кружка)взять движение(библиотека)движение движение(обратно)движение
потрудись захватить чашка в кабинет 121,взять(чашка)взять движение(кабинет 121)движение
не сочти за труд телепортироваться пожалуйста в кампус Африка и прихватить нам зонтик,движение(кампус Африка)движение взять(зонтик)взять движение(обратно)движение
зайди в кабинет 961 и передай для них пенал,взять(пенал)взять движение(кабинет 961)движение
не сочтите за труд добраться пожалуйста в кампус Африка и забрать нам пицца,движение(кампус Африка)движение взять(пицца)взять движение(обратно)движение
добрый день мой коллега хочет чтобы ты занес груз только для меня из медпункт,движение(медпункт)движение взять(груз)взять движение(обратно)движение
не откажи в любезности дойти в пункт 587 и довезти нам телефон,движение(пункт 587)движение взять(телефон)взять движение(обратно)движение
отвези тетрадь из пункт 21 сюда вот ,движение(пункт 21)движение взять(тетрадь)взять движение(обратно)движение
